[CAT=list]	Statystyki kobiet w Pucharze Świata w biathlonie 2012/2013	Statystyki mężczyzn w Pucharze Świata w biathlonie 2012/2013	None
[CAT=sport]	Skeleton na Zimowych Igrzyskach Olimpijskich 2018 – ślizg kobiet	Skeleton na Zimowych Igrzyskach Olimpijskich 2018 – ślizg mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1912 – skoki standardowe i dowolne z wieży kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1912 – skoki standardowe i dowolne z wieży mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1920 – skoki standardowe z wieży kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1920 – skoki standardowe z wieży mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1920 – skoki z trampoliny kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1920 – skoki z trampoliny mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1924 – skoki standardowe z wieży kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1924 – skoki standardowe z wieży mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1924 – skoki z trampoliny kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1924 – skoki z trampoliny mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1928 – skoki standardowe z wieży kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1928 – skoki standardowe z wieży mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 1928 – skoki z trampoliny kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 1928 – skoki z trampoliny mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – trampolina 3 m indywidualnie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – trampolina 3 m indywidualnie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – trampolina 3 m synchronicznie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – trampolina 3 m synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – wieża 10 m indywidualnie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – wieża 10 m indywidualnie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – wieża 10 m synchronicznie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2008 – wieża 10 m synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – trampolina 3 m indywidualnie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – trampolina 3 m indywidualnie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – trampolina 3 m – synchronicznie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – trampolina 3 m – synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – wieża 10 m indywidualnie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – wieża 10 m indywidualnie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – wieża 10 m – synchronicznie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2012 – wieża 10 m – synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – trampolina 3 m indywidualnie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – trampolina 3 m indywidualnie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – trampolina 3 m synchronicznie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – trampolina 3 m synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – wieża 10 m indywidualnie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – wieża 10 m indywidualnie mężczyzn	None
[CAT=sport]	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – wieża 10 m synchronicznie kobiet	Skoki do wody na Letnich Igrzyskach Olimpijskich 2016 – wieża 10 m synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Mistrzostwach Świata w Pływaniu 2013 – trampolina 1 m kobiet	Skoki do wody na Mistrzostwach Świata w Pływaniu 2013 – trampolina 1 m mężczyzn	None
[CAT=sport]	Skoki do wody na Mistrzostwach Świata w Pływaniu 2013 – trampolina 3 m synchronicznie kobiet	Skoki do wody na Mistrzostwach Świata w Pływaniu 2013 – trampolina 3 m synchronicznie mężczyzn	None
[CAT=sport]	Skoki do wody na Mistrzostwach Świata w Pływaniu 2013 – wieża 10 m synchronicznie kobiet	Skoki do wody na Mistrzostwach Świata w Pływaniu 2013 – wieża 10 m synchronicznie mężczyzn	None
[CAT=sport]	Skoki na trampolinie indywidualnie kobiet na Letnich Igrzyskach Olimpijskich 2008	Skoki na trampolinie indywidualnie mężczyzn na Letnich Igrzyskach Olimpijskich 2008	None
[CAT=sport]	Skoki narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – kobiety	Skoki narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – mężczyźni	None
[CAT=sport]	Skoki narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – skocznia normalna kobiet	Skoki narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – skocznia normalna mężczyzn	None
[CAT=sport]	Skoki narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – skocznia normalna kobiet	Skoki narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – skocznia normalna mężczyzn	None
[CAT=sport]	Skoki z klifów na Mistrzostwach Świata w Pływaniu 2013 – kobiety	Skoki z klifów na Mistrzostwach Świata w Pływaniu 2013 – mężczyźni	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1964	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1964	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1968	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1968	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1972	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1972	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1976	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1976	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1980	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1980	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1984	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1984	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1988	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1988	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1992	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1992	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 1996	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 1996	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 2000	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 2000	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 2008	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 2008	None
[CAT=sport]	Składy drużyn olimpijskich w piłce siatkowej kobiet 2012	Składy drużyn olimpijskich w piłce siatkowej mężczyzn 2012	None
[CAT=sport]	Smocze łodzie na Plażowych Igrzyskach Azjatyckich 2012 - 200 metrów kobiet	Smocze łodzie na Plażowych Igrzyskach Azjatyckich 2012 - 200 metrów mężczyzn	None
[CAT=sport]	Smocze łodzie na Plażowych Igrzyskach Azjatyckich 2012 - 3000 metrów kobiet	Smocze łodzie na Plażowych Igrzyskach Azjatyckich 2012 - 3000 metrów mężczyzn	None
[CAT=sport]	Smocze łodzie na Plażowych Igrzyskach Azjatyckich 2012 - 500 metrów kobiet	Smocze łodzie na Plażowych Igrzyskach Azjatyckich 2012 - 500 metrów mężczyzn	None
[CAT=sport]	Snowboard na Zimowej Uniwersjadzie 2013 – halfpipe kobiet	Snowboard na Zimowej Uniwersjadzie 2013 – halfpipe mężczyzn	None
[CAT=sport]	Snowboard na Zimowej Uniwersjadzie 2013 – slalom gigant równoległy kobiet	Snowboard na Zimowej Uniwersjadzie 2013 – slalom gigant równoległy mężczyzn	None
[CAT=sport]	Snowboard na Zimowej Uniwersjadzie 2013 – slopestyle kobiet	Snowboard na Zimowej Uniwersjadzie 2013 – slopestyle mężczyzn	None
[CAT=sport]	Snowboard na Zimowej Uniwersjadzie 2013 – snowboardcross kobiet	Snowboard na Zimowej Uniwersjadzie 2013 – snowboardcross mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 1998 – gigant kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 1998 – gigant mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 1998 – halfpipe kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 1998 – halfpipe mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2002 – gigant równoległy kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2002 – gigant równoległy mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2002 – halfpipe kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2002 – halfpipe mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2006 – gigant równoległy kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2006 – gigant równoległy mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2006 – halfpipe kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2006 – halfpipe mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2006 – snowcross kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2006 – snowcross mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2010 – halfpipe kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2010 – halfpipe mężczyzn	None
[CAT=sport]	Snowboard na Zimowych Igrzyskach Olimpijskich 2010 – slalom gigant równoległy kobiet	Snowboard na Zimowych Igrzyskach Olimpijskich 2010 – slalom gigant równoległy mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – halfpipe kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – halfpipe mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – slalom gigant równoległy kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – slalom gigant równoległy mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – slalom równoległy kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – slalom równoległy mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – slopestyle kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – slopestyle mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – snowboard cross kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2014 – snowboard cross mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – big air kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – big air mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – halfpipe kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – halfpipe mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – slalom gigant równoległy kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – slalom gigant równoległy mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – slopestyle kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – slopestyle mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – snowboard cross kobiet	Snowboarding na Zimowych Igrzyskach Olimpijskich 2018 – snowboard cross mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Paraolimpijskich 2018 – cross kobiet	Snowboarding na Zimowych Igrzyskach Paraolimpijskich 2018 – cross mężczyzn	None
[CAT=sport]	Snowboarding na Zimowych Igrzyskach Paraolimpijskich 2018 – slalom kobiet	Snowboarding na Zimowych Igrzyskach Paraolimpijskich 2018 – slalom mężczyzn	None
[CAT=sport]	Sony Ericsson Open 2007 (kobiety)	Sony Ericsson Open 2007 (mężczyźni)	None
[CAT=sport]	Sony Ericsson Open 2008 (kobiety)	Sony Ericsson Open 2008 (mężczyźni)	None
[CAT=sport]	Sony Ericsson Open 2009 (kobiety)	Sony Ericsson Open 2009 (mężczyźni)	None
[CAT=sport]	Sony Ericsson Open 2010 (kobiety)	Sony Ericsson Open 2010 (mężczyźni)	None
[CAT=sport]	Sony Ericsson Open 2011 (kobiety)	Sony Ericsson Open 2011 (mężczyźni)	None
[CAT=sport]	Sony Ericsson Open 2012 (kobiety)	Sony Ericsson Open 2012 (mężczyźni)	None
[CAT=sport]	Sony Open Tennis 2013 (kobiety)	Sony Open Tennis 2013 (mężczyźni)	None
[CAT=sport]	Sony Open Tennis 2014 (kobiety)	Sony Open Tennis 2014 (mężczyźni)	None
[CAT=sport]	Sportowe ratownictwo wodne na World Games 2017 – holowanie ratownika w płetwach na 100 m kobiet	Sportowe ratownictwo wodne na World Games 2017 – holowanie ratownika w płetwach na 100 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na World Games 2017 – pływanie z przeszkodami na 200 m kobiet	Sportowe ratownictwo wodne na World Games 2017 – pływanie z przeszkodami na 200 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na World Games 2017 – ratowanie manekina na 50 m kobiet	Sportowe ratownictwo wodne na World Games 2017 – ratowanie manekina na 50 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na World Games 2017 – ratowanie manekina w płetwach na 100 m kobiet	Sportowe ratownictwo wodne na World Games 2017 – ratowanie manekina w płetwach na 100 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na World Games 2017 – super ratownik na 200 m kobiet	Sportowe ratownictwo wodne na World Games 2017 – super ratownik na 200 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – holowanie manekina – sztafeta 4 x 25 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – holowanie manekina – sztafeta 4 x 25 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – holowanie ratownika w płetwach na 100 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – holowanie ratownika w płetwach na 100 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – pływanie z przeszkodami na 200 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – pływanie z przeszkodami na 200 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – ratowanie manekina na 50 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – ratowanie manekina na 50 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – ratowanie manekina w płetwach na 100 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – ratowanie manekina w płetwach na 100 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – super ratownik na 200 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – super ratownik na 200 m mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – sztafeta ratownicza 4 x 50 m stylem zmiennym kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – sztafeta ratownicza 4 x 50 m stylem zmiennym mężczyzn	None
[CAT=sport]	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – sztafeta z przeszkodami 4 x 50 m kobiet	Sportowe ratownictwo wodne na Światowych Wojskowych Igrzyskach Sportowych 2019 – sztafeta z przeszkodami 4 x 50 m mężczyzn	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2012/2013	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2012/2013	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2013/2014	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2013/2014	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2014/2015	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2014/2015	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2015/2016	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2015/2016	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2016/2017	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2016/2017	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2017/2018	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2017/2018	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2018/2019	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2018/2019	None
[CAT=sport]	Statystyki kobiet w Pucharze Świata w biegach narciarskich 2019/2020	Statystyki mężczyzn w Pucharze Świata w biegach narciarskich 2019/2020	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – karabin małokalibrowy trzy postawy 50 m kobiet	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – karabin małokalibrowy trzy postawy 50 m mężczyzn	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – karabin pneumatyczny 10 m kobiet	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – karabin pneumatyczny 10 m mężczyzn	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – pistolet pneumatyczny 10 m kobiet	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – pistolet pneumatyczny 10 m mężczyzn	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – skeet kobiet	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – skeet mężczyzn	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – trap kobiet	Strzelectwo na Letnich Igrzyskach Olimpijskich 2008 – trap mężczyzn	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – karabin małokalibrowy, trzy postawy, 50 m (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – karabin małokalibrowy, trzy postawy, 50 m (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – karabin pneumatyczny, 10 m (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – karabin pneumatyczny, 10 m (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – pistolet pneumatyczny, 10 m (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – pistolet pneumatyczny, 10 m (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – skeet (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – skeet (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – trap (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2012 – trap (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – karabin małokalibrowy, trzy postawy, 50 m (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – karabin małokalibrowy, trzy postawy, 50 m (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – karabin pneumatyczny, 10 m (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – karabin pneumatyczny, 10 m (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – pistolet pneumatyczny, 10 m (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – pistolet pneumatyczny, 10 m (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – skeet (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – skeet (mężczyźni)	None
[CAT=sport]	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – trap (kobiety)	Strzelectwo na Letnich Igrzyskach Olimpijskich 2016 – trap (mężczyźni)	None
[CAT=sport]	Superliga polska w piłce ręcznej kobiet	Superliga polska w piłce ręcznej mężczyzn	None
[CAT=sport]	Superliga polska w piłce ręcznej kobiet (2017/2018)	Superliga polska w piłce ręcznej mężczyzn (2017/2018)	None
[CAT=sport]	Superliga rosyjska w piłce siatkowej kobiet	Superliga rosyjska w piłce siatkowej mężczyzn	None
[CAT=sport]	Superpuchar Polski w koszykówce kobiet	Superpuchar Polski w koszykówce mężczyzn	None
[CAT=sport]	Superpuchar Polski w piłce siatkowej kobiet	Superpuchar Polski w piłce siatkowej mężczyzn	None
[CAT=sport]	Superpuchar Polski w piłce siatkowej kobiet (2020)	Superpuchar Polski w piłce siatkowej mężczyzn (2020)	None
[CAT=sport]	Superpuchar Turcji w piłce siatkowej kobiet	Superpuchar Turcji w piłce siatkowej mężczyzn	None
[CAT=sport]	Superpuchar Włoch w piłce siatkowej kobiet	Superpuchar Włoch w piłce siatkowej mężczyzn	None
[CAT=sport]	Superpuchar Włoch w piłce siatkowej kobiet (2020)	Superpuchar Włoch w piłce siatkowej mężczyzn (2020)	None
[CAT=sport]	Sydney International 2018 (kobiety)	Sydney International 2018 (mężczyźni)	None
[CAT=sport]	Sydney International 2019 (kobiety)	Sydney International 2019 (mężczyźni)	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 1924 – floret indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 1924 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 1928 – floret indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 1928 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 1932 – floret indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 1932 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – floret indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – szabla drużynowo kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – szabla drużynowo mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – szabla indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – szabla indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – szpada indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2008 – szpada indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – floret drużynowo kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – floret drużynowo mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – floret indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – szabla indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – szabla indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – szpada indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2012 – szpada indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – floret indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – szabla indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – szabla indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – szpada drużynowo kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – szpada drużynowo mężczyzn	None
[CAT=sport]	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – szpada indywidualnie kobiet	Szermierka na Letnich Igrzyskach Olimpijskich 2016 – szpada indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – floret drużynowo kobiet	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – floret drużynowo mężczyzn	None
[CAT=sport]	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – floret indywidualnie kobiet	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – floret indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szabla drużynowo kobiet	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szabla drużynowo mężczyzn	None
[CAT=sport]	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szabla indywidualnie kobiet	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szabla indywidualnie mężczyzn	None
[CAT=sport]	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szpada drużynowo kobiet	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szpada drużynowo mężczyzn	None
[CAT=sport]	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szpada indywidualnie kobiet	Szermierka na Światowych Wojskowych Igrzyskach Sportowych 2019 – szpada indywidualnie mężczyzn	None
[CAT=sport]	TED Ankara Kolejliler (piłka siatkowa kobiet)	TED Ankara Kolejliler (piłka siatkowa mężczyzn)	None
[CAT=sport]	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2008 – drużynowo kobiet	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2008 – drużynowo mężczyzn	None
[CAT=sport]	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2008 – singiel kobiet	Tenis stołowy na Letnich Igrzyskach Olimpijskich 2008 – singiel mężczyzn	None
